AtomicNumber,AtomicMass,Electronegativity,IonizationEnergy,BoilingPoint,MeltingPoint,BondLength,CovalentRadius,VanDerWaalsRadius,ElectronAffinity,Density,HeatCapacity,OxidationState,Polarizability,DipoleMoment,RefractiveIndex,SurfaceTension,Viscosity,SolubilityWater,SolubilityEthanol,BandGap,LatticeEnergy,CrystalFieldStab,MolarVolume,Conductivity,ThermalConductivity,Hardness,ElasticModulus,PoissonRatio,WorkFunction,MagneticSusceptibility,SpinMultiplicity,SymmetryNumber,QuantumYield,pKa,pKb,DielectricConstant,RedoxPotential,FluorescenceWavelength,AbsorptionWavelength,EmissionWavelength,HalfLife,RateConstant,DiffusionCoeff,ActivationEnergy,ReactionEnthalpy,ReactionEntropy,ReactionGibbsEnergy,PartitionCoeff,LogP,TopologicalPolarSurfaceArea,RotatableBonds,HBA,HBD,FormalCharge,OxidationPotential,ReductionPotential,ElectronDensity,HOMO,LUMO,Class
3.65,16.32,16.36,14.21,11.3,13.059999999999999,21.12,22.68,29.92,37.35,30.42,3.8699999999999997,26.790000000000003,53.97,62.03999999999999,72.57000000000001,83.5,68.88,44.5,39.21,56.05,75.44999999999999,83.11,100.0,87.62,70.92,70.09,50.13999999999999,39.42,44.56,40.72,7.7299999999999995,14.23,4.01,35.97,68.47,70.76,35.97,6.12,30.270000000000003,39.660000000000004,38.68,23.799999999999997,20.59,22.88,17.04,15.870000000000001,17.919999999999998,10.22,1.51,2.23,1.0999999999999999,0.7100000000000001,2.0500000000000003,1.6400000000000001,0.63,0.7799999999999999,0.9400000000000001,1.0999999999999999,0.6799999999999999,Inorganic
1.8800000000000001,3.6999999999999997,9.53,8.24,2.4899999999999998,4.88,14.24,19.72,18.73,18.060000000000002,21.39,15.229999999999999,19.75,48.44,72.98,78.07,79.06,61.22,42.0,28.07,51.480000000000004,75.69,85.96000000000001,100.0,84.57000000000001,67.97,69.71000000000001,58.43000000000001,47.72,52.01,42.41,15.920000000000002,16.68,5.88,39.67,71.47,73.19,35.089999999999996,5.89,26.900000000000002,42.0,38.74,24.4,20.0,23.07,18.86,19.6,17.01,13.66,3.9800000000000004,1.43,0.9299999999999999,0.33,1.13,0.3,0.5700000000000001,0.8999999999999999,0.5700000000000001,0.6799999999999999,0.24,Biochemical
8.559999999999999,4.54,3.82,2.03,3.85,5.34,21.4,31.1,28.37,27.51,27.07,9.46,10.2,45.190000000000005,67.36999999999999,66.99000000000001,70.66,56.32,37.85,27.21,52.96999999999999,76.97,86.42999999999999,93.04,93.72,62.470000000000006,60.24,68.10000000000001,50.470000000000006,57.75,47.54,24.0,27.79,19.97,53.05,74.09,77.75,44.24,14.16,35.08,44.82,42.08,30.54,22.35,26.11,27.98,23.919999999999998,20.21,13.26,3.58,1.28,1.72,1.38,0.79,0.37,0.51,2.58,1.02,0.37,0.37,Biochemical
2.74,2.42,6.21,5.6000000000000005,11.29,9.73,18.23,17.45,14.399999999999999,18.08,23.66,9.06,17.49,40.12,51.870000000000005,73.11999999999999,90.62,92.60000000000001,74.33999999999999,44.629999999999995,51.03,69.52000000000001,77.55,83.64,72.83,63.99,57.589999999999996,41.46,34.949999999999996,44.37,26.650000000000002,20.24,19.42,7.6499999999999995,37.25,58.43000000000001,48.27,23.47,9.99,32.440000000000005,39.900000000000006,29.75,16.84,17.61,16.830000000000002,7.290000000000001,11.899999999999999,12.97,7.48,0.67,2.55,1.13,1.08,0.8500000000000001,0.47000000000000003,0.74,1.04,1.6099999999999999,2.1999999999999997,1.73,Organic
2.35,2.91,7.489999999999999,5.19,2.27,8.34,6.77,20.02,28.76,36.74,29.74,8.37,19.12,50.4,63.519999999999996,68.04,75.05,65.95,45.09,29.64,40.19,67.94,82.97,100.0,82.39999999999999,71.15,77.25999999999999,61.24000000000001,49.36,56.48,49.059999999999995,18.2,18.11,11.07,46.03,66.5,64.23,21.66,19.509999999999998,49.47,49.25,40.410000000000004,24.02,13.919999999999998,17.79,19.46,17.23,15.22,9.29,1.79,2.42,0.83,0.37,0.95,1.05,0.3,1.32,0.6799999999999999,1.08,0.8999999999999999,Biochemical
1.26,5.19,6.21,5.18,10.72,25.869999999999997,23.04,20.669999999999998,34.160000000000004,42.84,30.15,12.07,32.99,57.07,69.62,97.50999999999999,100.0,92.93,62.1,45.86,50.01,50.32,70.82000000000001,84.2,81.08999999999999,76.9,81.05,62.029999999999994,23.56,25.95,62.99,67.62,29.03,43.93,85.28999999999999,71.8,48.010000000000005,58.56,49.93,28.660000000000004,6.01,11.67,27.37,28.12,20.78,6.6000000000000005,4.91,3.45,1.72,2.87,0.27,2.08,0.48,1.9900000000000002,1.26,0.22,0.37,0.33999999999999997,1.1400000000000001,0.77,Biochemical
2.53,8.08,5.07,2.44,17.24,38.23,37.29,35.83,34.29,21.97,26.529999999999998,32.23,55.82,69.16,79.43,71.52,35.120000000000005,20.080000000000002,26.76,42.99,52.800000000000004,34.89,14.299999999999999,54.53,63.38,77.12,68.38,80.15,80.73,83.1,77.92,50.49,14.13,27.67,50.839999999999996,47.870000000000005,13.56,22.99,27.889999999999997,38.33,29.330000000000002,11.55,17.05,12.94,9.09,8.0,5.67,1.9800000000000002,1.1400000000000001,1.51,0.8500000000000001,1.78,0.73,0.79,0.38,1.16,0.33,0.38999999999999996,0.8099999999999999,0.53,Polymer
2.6,1.92,2.54,0.61,3.52,7.01,12.629999999999999,10.8,15.229999999999999,16.3,10.299999999999999,21.87,15.42,26.3,29.4,29.78,6.99,14.01,29.9,39.15,35.980000000000004,24.03,42.08,56.75,60.940000000000005,63.23,65.49000000000001,76.73,100.0,84.63000000000001,55.089999999999996,44.440000000000005,51.690000000000005,42.68,18.02,7.91,5.35,19.06,25.61,21.529999999999998,27.689999999999998,28.410000000000004,17.330000000000002,8.15,3.35,9.33,10.18,3.09,2.08,3.18,1.32,1.18,1.2,0.51,0.7000000000000001,0.15,0.35000000000000003,0.08,0.44,0.77,Inorganic
4.590000000000001,4.37,3.47,4.5600000000000005,0.67,8.9,17.98,17.41,15.98,14.08,26.93,32.59,45.45,57.85,44.71,22.31,21.64,32.01,29.15,42.35,44.6,23.799999999999997,64.14999999999999,89.66,89.18,75.29,68.38,83.89999999999999,100.0,83.62,54.269999999999996,45.769999999999996,80.67,69.73,39.15,15.58,15.98,21.61,51.78,47.82,23.44,35.99,27.85,18.07,3.52,4.73,3.2199999999999998,4.08,1.63,0.88,1.21,0.67,0.32,1.09,1.6400000000000001,1.51,0.7000000000000001,0.8500000000000001,1.17,0.5599999999999999,Organic
0.25,3.09,1.71,2.2800000000000002,4.34,12.24,19.470000000000002,16.61,13.68,14.299999999999999,9.94,22.5,24.44,32.39,30.39,24.099999999999998,3.6700000000000004,16.72,30.380000000000003,40.69,36.13,19.939999999999998,46.11,68.49,72.72,71.52,71.02000000000001,85.16,100.0,76.9,48.41,37.169999999999995,60.96,51.1,25.86,9.16,9.47,22.869999999999997,34.8,20.95,19.009999999999998,29.409999999999997,22.11,15.24,7.46,6.0600000000000005,6.92,4.46,3.44,0.8200000000000001,1.08,1.49,0.77,0.36,1.1400000000000001,0.8500000000000001,1.01,0.16,0.27999999999999997,0.13999999999999999,Polymer
2.91,4.0,7.71,8.09,5.21,10.51,1.4500000000000002,6.74,12.94,11.459999999999999,9.42,7.9399999999999995,2.52,11.91,10.45,20.5,15.559999999999999,26.900000000000002,37.84,40.239999999999995,34.699999999999996,13.950000000000001,12.08,28.27,15.0,26.26,44.68,75.2,90.36,78.12,47.660000000000004,24.83,53.72,62.79,36.47,45.72,63.59,64.74,55.2,32.53,22.919999999999998,6.529999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5599999999999999,2.37,2.04,0.5,1.37,1.6400000000000001,0.8099999999999999,1.39,1.11,Biochemical
1.81,1.46,0.26,1.41,4.21,4.73,3.61,7.41,13.98,10.45,9.04,6.710000000000001,9.969999999999999,10.56,3.46,12.31,16.259999999999998,36.52,32.62,29.95,21.09,21.04,20.849999999999998,22.82,7.470000000000001,19.689999999999998,40.86,63.849999999999994,79.7,75.08,55.169999999999995,22.14,46.72,44.79,22.97,32.35,44.800000000000004,55.81,65.2,53.54,24.779999999999998,22.68,17.88,8.98,5.36,3.74,9.9,9.56,3.17,1.4200000000000002,0.76,2.23,2.55,1.4500000000000002,2.33,0.41000000000000003,0.18,0.48,0.89,0.8500000000000001,Polymer
4.91,2.79,5.92,12.7,17.72,19.08,22.17,7.68,12.46,20.28,9.47,24.97,22.09,31.95,33.4,33.23,27.800000000000004,29.75,29.48,17.29,32.64,38.34,35.23,54.1,52.28,44.75,53.400000000000006,53.23,39.07,34.56,40.910000000000004,46.39,55.800000000000004,57.269999999999996,63.55,75.63,69.03,61.760000000000005,53.790000000000006,56.220000000000006,65.08,47.97,37.36,28.04,19.82,24.38,17.89,17.06,7.62,2.3800000000000003,2.68,0.8099999999999999,1.29,1.6099999999999999,0.63,1.1900000000000002,1.94,1.4000000000000001,3.32,4.390000000000001,Biochemical
13.13,23.39,30.59,42.64,40.1,17.91,18.529999999999998,0.5499999999999999,19.29,22.31,29.07,22.59,31.36,33.019999999999996,36.6,39.56,43.86,46.7,52.55,37.35,22.43,19.73,43.37,65.32,50.7,27.96,41.63,59.5,52.42,41.78,37.14,23.75,8.63,14.37,28.96,45.769999999999996,37.25,33.72,38.03,41.81,36.03,27.11,16.53,19.509999999999998,28.110000000000003,22.46,19.21,15.0,6.65,1.9300000000000002,1.5599999999999998,3.62,2.1,1.54,1.7999999999999998,0.13,1.06,1.27,1.78,2.31,Organic
2.01,4.2299999999999995,5.54,7.829999999999999,6.2,8.709999999999999,12.01,27.07,12.06,2.79,22.509999999999998,26.150000000000002,17.7,37.09,45.33,55.53,46.160000000000004,37.97,34.5,26.650000000000002,23.95,11.27,25.56,51.690000000000005,37.79,40.82,53.53,51.160000000000004,45.440000000000005,42.58,38.690000000000005,39.39,46.61,39.739999999999995,21.94,18.16,10.23,21.08,32.53,36.97,29.12,30.099999999999998,25.629999999999995,19.27,20.62,17.51,8.41,10.35,6.41,1.53,0.8099999999999999,1.91,1.82,1.6,2.9000000000000004,0.8999999999999999,2.42,2.2399999999999998,1.9,0.96,Polymer
6.29,10.65,15.260000000000002,12.29,14.37,11.899999999999999,8.84,9.07,21.07,35.97,54.66,52.05,51.27,53.949999999999996,65.58,87.05000000000001,97.86,93.35,79.17,73.83,69.08,38.5,6.710000000000001,5.0200000000000005,27.169999999999998,28.389999999999997,22.34,19.11,4.08,25.31,19.79,18.91,24.33,19.56,26.669999999999998,13.4,10.73,20.23,17.94,2.27,13.13,17.75,15.49,16.259999999999998,7.08,1.29,7.95,7.62,1.17,0.61,2.5700000000000003,0.89,2.62,1.08,1.38,1.87,2.3,0.5700000000000001,1.13,1.31,Biochemical
3.35,1.34,6.959999999999999,11.799999999999999,3.4799999999999995,11.799999999999999,19.48,16.07,30.36,43.72,55.33,57.709999999999994,70.22,70.67,73.67,73.91,86.22,94.58,87.82,79.13,57.599999999999994,30.61,5.63,2.39,25.540000000000003,48.620000000000005,50.27,44.019999999999996,28.470000000000002,17.97,35.6,35.22,33.21,31.119999999999997,36.38,7.539999999999999,18.34,18.2,18.15,15.93,5.76,9.54,10.86,8.12,7.84,4.87,4.390000000000001,5.86,3.6999999999999997,1.8499999999999999,3.02,2.44,2.32,0.9299999999999999,1.59,1.9300000000000002,0.32,3.7699999999999996,1.26,1.5599999999999998,Inorganic
5.87,12.1,12.68,14.979999999999999,14.360000000000001,5.609999999999999,8.32,6.72,13.719999999999999,23.52,32.08,42.57,52.01,49.14,59.5,72.21,90.39,91.11,87.22999999999999,76.86,73.26,52.22,30.97,31.72,22.7,16.400000000000002,17.46,18.35,20.48,16.74,27.67,31.04,33.989999999999995,44.41,50.46000000000001,28.139999999999997,16.81,26.33,31.979999999999997,19.33,9.34,4.43,7.8,7.22,4.05,5.53,10.81,11.39,7.670000000000001,2.65,2.15,3.3099999999999996,1.11,0.88,1.58,1.22,0.38,1.01,2.2800000000000002,1.24,Polymer
1.6199999999999999,2.53,2.62,3.8600000000000003,6.45,4.72,10.56,13.88,5.9799999999999995,13.34,29.69,47.54,56.769999999999996,56.89999999999999,64.21,74.87,89.99000000000001,100.0,96.89999999999999,90.32,76.85,69.98,66.44,59.64,37.11,9.21,4.81,8.76,10.4,17.14,32.64,46.12,39.39,50.5,48.33,35.11,23.189999999999998,40.29,36.76,15.1,7.449999999999999,13.950000000000001,15.52,3.7699999999999996,6.36,4.43,2.64,2.23,1.87,0.77,1.37,0.7100000000000001,0.8200000000000001,2.32,1.9800000000000002,0.74,0.35000000000000003,1.0,0.48,0.19,Organic
3.0700000000000003,5.2299999999999995,6.529999999999999,5.21,6.11,5.7700000000000005,6.65,6.64,14.6,27.92,38.769999999999996,49.919999999999995,49.81,49.72,56.07,73.39,82.3,91.73,99.75,99.11,82.39999999999999,64.98,59.8,48.620000000000005,31.5,15.43,9.89,2.8400000000000003,10.08,26.36,26.939999999999998,29.299999999999997,29.25,39.98,36.6,31.72,46.089999999999996,43.74,18.2,33.76,62.019999999999996,44.48,18.63,14.2,5.89,5.76,6.72,2.69,2.45,1.9,0.63,3.2099999999999995,1.8900000000000001,1.37,2.77,1.52,0.52,1.21,1.24,0.5499999999999999,Organic
1.16,1.79,4.49,10.96,19.13,9.24,7.61,10.92,7.57,10.059999999999999,25.0,39.879999999999995,38.09,47.53,61.650000000000006,64.64,80.24,92.08,98.32,96.34,86.46000000000001,83.25,82.76,80.07,61.019999999999996,48.53,43.55,43.07,43.99,38.33,30.320000000000004,30.349999999999998,31.97,22.919999999999998,21.310000000000002,23.47,32.01,44.55,36.55,27.150000000000002,17.47,17.810000000000002,21.990000000000002,10.56,5.7299999999999995,3.0700000000000003,2.37,4.7,1.02,0.5700000000000001,0.31,1.63,0.9900000000000001,0.84,2.7,2.77,0.97,0.54,1.48,0.9199999999999999,Polymer
3.3099999999999996,4.2299999999999995,4.74,8.18,8.35,7.5600000000000005,3.74,9.610000000000001,5.48,1.9300000000000002,8.97,17.34,19.36,28.03,33.129999999999995,50.2,63.6,70.96000000000001,83.33,87.3,80.73,75.07000000000001,75.26,72.98,61.77,49.46,45.31,40.99,45.4,41.24,31.39,31.94,36.919999999999995,37.76,44.690000000000005,47.77,47.160000000000004,46.64,38.93,42.55,40.64,37.12,38.629999999999995,28.02,12.83,11.17,13.03,7.870000000000001,4.36,2.2399999999999998,1.3299999999999998,0.7799999999999999,1.7399999999999998,1.76,0.38,1.29,0.66,0.44,1.34,0.9199999999999999,Polymer
4.279999999999999,5.55,7.08,6.18,12.15,15.24,15.43,3.91,6.1,1.13,12.55,24.73,30.11,37.47,45.2,53.92,65.88000000000001,71.13000000000001,76.02,86.72,84.16,79.74,83.85000000000001,93.17,85.55,61.62,41.39,32.690000000000005,31.080000000000002,25.540000000000003,33.67,44.65,50.0,51.11,51.94,46.19,42.34,43.72,42.77,44.330000000000005,37.0,33.239999999999995,25.64,25.27,21.37,17.89,10.100000000000001,5.28,4.53,1.18,0.09,1.4200000000000002,1.79,0.79,0.6,1.31,0.89,0.84,1.13,0.49,Polymer
5.99,4.74,4.9799999999999995,3.8699999999999997,10.26,7.7299999999999995,8.53,4.47,10.94,3.51,15.82,20.23,22.68,28.29,38.190000000000005,46.650000000000006,66.86999999999999,86.47,93.61,93.67,91.44,91.62,93.11,86.04,73.27,57.63,41.620000000000005,41.13,41.46,31.490000000000002,29.360000000000003,31.69,31.490000000000002,41.32,39.94,41.949999999999996,45.32,44.190000000000005,47.370000000000005,34.31,31.94,33.7,24.93,26.5,17.48,9.32,5.3,0.8099999999999999,3.42,1.37,0.27999999999999997,0.13,0.05,2.27,2.09,0.8099999999999999,1.17,1.1400000000000001,1.1199999999999999,1.0,Polymer
2.64,0.7100000000000001,3.42,7.93,10.43,7.829999999999999,14.17,11.76,4.53,9.45,11.32,8.4,7.17,19.68,26.33,41.91,50.5,67.11,79.22,83.81,87.59,94.22,100.0,99.31,95.75,86.47,72.15,58.01,49.64,48.86,40.79,24.43,17.68,24.72,35.18,37.62,29.09,23.11,31.680000000000003,35.54,37.41,44.43,32.61,19.63,8.64,16.88,19.91,12.17,6.279999999999999,3.2300000000000004,2.53,2.1399999999999997,2.62,1.77,0.37,0.6799999999999999,1.21,0.77,0.7799999999999999,0.66,Organic
2.1,1.21,2.03,10.36,16.75,4.18,7.23,8.28,4.9399999999999995,6.859999999999999,11.25,17.41,27.1,30.869999999999997,35.75,49.980000000000004,60.11,64.7,80.67,90.08,89.05999999999999,93.38,100.0,91.02,84.96000000000001,78.67,76.88000000000001,77.18,62.68,43.01,20.77,11.98,16.6,26.179999999999996,38.62,39.58,32.48,23.02,32.5,40.22,43.44,40.08,33.7,25.180000000000003,21.01,11.81,11.5,5.5,2.93,1.83,1.04,1.17,1.01,0.61,0.31,0.9900000000000001,0.8,1.0699999999999998,1.6099999999999999,1.3299999999999998,Polymer
5.3,8.85,19.97,26.040000000000003,32.25,22.470000000000002,6.17,22.869999999999997,9.5,7.3999999999999995,16.1,22.259999999999998,27.029999999999998,33.650000000000006,42.66,41.44,56.55,69.21000000000001,85.47,92.34,91.71000000000001,100.0,95.32000000000001,91.01,83.37,70.53,65.34,44.83,24.6,20.200000000000003,14.46,9.94,15.1,23.919999999999998,44.34,50.23,44.41,45.71,39.269999999999996,28.999999999999996,34.08,49.9,36.32,13.87,18.0,12.989999999999998,5.2299999999999995,8.17,4.6899999999999995,1.1400000000000001,2.9899999999999998,2.44,1.9900000000000002,2.5700000000000003,0.8200000000000001,1.51,1.71,1.46,1.34,0.5599999999999999,Polymer
4.54,4.72,6.97,10.209999999999999,13.969999999999999,14.93,14.87,7.71,11.709999999999999,16.75,27.99,33.23,40.12,42.96,53.5,54.11,68.7,80.45,91.94,91.69,100.0,99.72,90.93,79.17999999999999,67.05,53.239999999999995,35.72,24.84,31.61,37.75,31.380000000000003,17.130000000000003,29.37,52.339999999999996,59.260000000000005,54.37,45.16,33.79,32.15,21.78,16.74,26.340000000000003,29.799999999999997,20.369999999999997,11.55,9.19,8.82,2.2800000000000002,3.8,1.4200000000000002,1.37,1.2,0.42,2.3800000000000003,1.29,0.84,2.18,3.2099999999999995,1.54,0.53,Organic
2.83,5.99,6.5600000000000005,2.29,8.39,16.73,11.540000000000001,10.979999999999999,13.700000000000001,17.669999999999998,19.950000000000003,28.689999999999998,32.75,37.69,41.69,50.36000000000001,61.8,80.25,93.33,93.99,92.75,94.5,83.28,77.73,70.07,61.53999999999999,58.099999999999994,44.54,37.07,28.910000000000004,21.85,17.11,35.78,39.47,28.67,24.01,36.19,33.14,37.63,47.67,40.589999999999996,36.61,23.200000000000003,14.499999999999998,10.17,11.110000000000001,6.550000000000001,2.71,2.44,1.79,1.09,1.47,1.7000000000000002,1.58,0.45999999999999996,0.73,0.54,0.33,0.44999999999999996,0.79,Organic
1.1400000000000001,2.22,2.69,3.84,12.17,20.62,14.89,9.29,13.5,17.990000000000002,24.86,29.73,36.720000000000006,43.94,52.580000000000005,67.55,74.02,82.84,90.33,95.84,100.0,99.82,88.99000000000001,74.92999999999999,63.67,67.44,72.07000000000001,68.21000000000001,55.120000000000005,47.89,39.24,25.330000000000002,10.89,13.900000000000002,25.509999999999998,33.01,28.18,21.42,22.66,21.42,23.54,28.71,25.96,19.25,12.559999999999999,10.03,9.51,12.1,7.28,1.7399999999999998,2.13,2.69,1.52,2.5700000000000003,0.97,0.41000000000000003,0.5,1.4500000000000002,1.03,0.25,Biochemical
4.14,4.36,4.47,8.44,4.19,12.15,20.02,15.160000000000002,8.18,19.75,23.09,30.25,39.379999999999995,50.5,58.720000000000006,66.10000000000001,74.17,80.06,84.56,79.39,88.03999999999999,83.84,78.52,84.78999999999999,74.33999999999999,64.33,55.14,35.19,31.680000000000003,33.46,20.560000000000002,10.32,31.680000000000003,40.400000000000006,42.82,45.379999999999995,37.04,37.41,38.39,34.94,43.8,42.65,28.54,28.08,23.95,3.6900000000000004,8.05,5.41,1.77,0.65,2.22,0.44999999999999996,1.3599999999999999,1.13,0.53,1.6500000000000001,1.41,0.77,2.46,1.9800000000000002,Biochemical
0.9400000000000001,3.3300000000000005,3.06,3.7600000000000002,12.959999999999999,17.95,19.09,16.919999999999998,18.7,17.25,22.28,31.06,41.44,51.57000000000001,53.690000000000005,51.07000000000001,64.41,73.26,81.64,88.56,98.91,100.0,87.5,86.31,90.74,86.74,77.5,66.0,56.15,40.160000000000004,23.31,11.64,10.95,4.31,6.1899999999999995,19.56,21.2,32.42,41.02,29.39,19.11,17.02,10.100000000000001,15.120000000000001,14.27,10.97,11.73,9.719999999999999,7.03,2.81,2.16,1.53,1.1199999999999999,2.41,1.6400000000000001,0.5499999999999999,0.7799999999999999,0.5499999999999999,0.91,0.67,Organic
2.2800000000000002,1.06,1.3,8.42,11.17,15.06,17.76,9.969999999999999,14.280000000000001,22.27,26.21,31.09,28.59,33.160000000000004,37.55,44.99,47.65,62.53999999999999,73.04,87.02,93.49,96.14,91.25999999999999,94.43,100.0,94.55,88.14999999999999,75.2,70.67999999999999,59.86,38.57,25.1,21.62,9.68,13.23,13.44,22.5,32.440000000000005,39.39,38.06,32.58,36.54,29.830000000000002,17.79,15.35,11.99,9.59,7.6499999999999995,6.49,3.1300000000000003,1.8499999999999999,0.98,1.78,0.77,0.74,0.95,0.5499999999999999,0.44999999999999996,0.63,0.38999999999999996,Inorganic
3.63,4.78,2.98,2.1,14.09,19.16,13.489999999999998,16.13,17.03,14.44,19.89,21.54,28.63,35.699999999999996,39.800000000000004,43.59,53.339999999999996,63.04,69.95,74.35000000000001,83.78999999999999,86.41,90.14,94.32000000000001,95.36,100.0,95.47,97.45,89.62,71.96000000000001,54.620000000000005,31.56,25.25,19.689999999999998,21.89,15.329999999999998,7.109999999999999,14.979999999999999,17.549999999999997,22.759999999999998,13.22,10.56,19.73,16.919999999999998,18.81,11.77,7.79,4.95,4.92,1.94,2.5,1.15,1.9,0.5499999999999999,0.96,0.5,0.66,1.1400000000000001,0.73,0.33,Biochemical
2.6100000000000003,2.6599999999999997,2.23,7.489999999999999,13.639999999999999,15.129999999999999,13.16,16.54,18.64,20.13,28.9,36.5,35.099999999999994,34.949999999999996,43.25,53.98,62.370000000000005,68.76,73.29,81.07,83.96000000000001,86.32,87.47,96.07,97.16,91.21000000000001,85.76,87.98,77.2,57.11000000000001,42.64,28.599999999999998,31.14,20.66,11.65,1.8499999999999999,13.020000000000001,24.8,16.37,11.03,21.44,20.330000000000002,18.87,13.700000000000001,13.76,3.0700000000000003,3.73,6.0600000000000005,3.9899999999999998,1.69,1.35,2.22,1.7500000000000002,1.27,0.22,1.24,0.54,0.21,0.27999999999999997,0.22999999999999998,Polymer
3.46,5.09,0.79,2.4299999999999997,4.32,7.35,9.379999999999999,11.34,12.280000000000001,15.079999999999998,18.09,23.9,29.470000000000002,28.660000000000004,40.1,53.25,54.86,58.230000000000004,60.41,67.49000000000001,70.84,78.9,92.84,97.81,97.38,100.0,97.02,99.56,82.35,60.199999999999996,53.42,48.67,35.260000000000005,15.659999999999998,9.46,16.13,28.24,33.900000000000006,30.19,29.45,29.78,26.76,20.549999999999997,20.69,16.25,12.16,10.13,7.4399999999999995,3.8600000000000003,0.5,1.46,0.4,1.22,1.0699999999999998,1.1199999999999999,1.02,0.52,0.24,0.79,0.31,Biochemical
1.6199999999999999,0.41000000000000003,2.39,4.41,6.3,9.21,13.68,10.780000000000001,15.52,17.79,21.64,25.679999999999996,30.89,38.29,43.93,53.349999999999994,59.96,67.28,73.09,80.92,89.41,96.67999999999999,100.0,98.92999999999999,93.76,89.91,91.84,91.28,78.11,60.18,37.65,33.0,22.8,2.12,11.17,17.88,23.73,28.43,22.41,27.150000000000002,33.629999999999995,25.46,18.67,21.6,12.78,7.68,10.7,9.46,6.36,2.27,1.28,1.73,1.35,1.1400000000000001,0.62,1.5699999999999998,0.88,0.36,0.53,0.3,Organic
2.4899999999999998,1.1900000000000002,2.77,7.6,12.18,15.379999999999999,11.92,12.29,21.19,25.31,28.549999999999997,29.609999999999996,33.410000000000004,42.870000000000005,52.05,60.870000000000005,72.36,75.77000000000001,77.25999999999999,80.97999999999999,89.95,92.47,93.65,98.53,97.76,100.0,98.96000000000001,90.75999999999999,73.06,57.58,44.690000000000005,37.19,20.79,9.55,4.88,14.06,25.540000000000003,20.54,16.14,22.32,17.73,22.93,25.21,14.64,6.7299999999999995,9.65,14.92,11.28,4.63,1.9300000000000002,1.4000000000000001,0.27,0.6799999999999999,1.5,0.12,1.3299999999999998,0.48,2.44,0.77,0.74,Inorganic
2.7,1.63,3.4099999999999997,2.4699999999999998,8.219999999999999,12.559999999999999,13.23,15.840000000000002,20.169999999999998,21.22,22.1,23.990000000000002,29.64,40.61,50.949999999999996,55.120000000000005,66.13,68.04,65.2,67.88,78.11,83.69,89.69,98.56,100.0,93.95,89.17,81.05,68.28,55.720000000000006,43.01,33.39,20.349999999999998,7.9799999999999995,8.09,15.25,26.26,24.560000000000002,19.8,24.12,24.09,19.009999999999998,20.77,17.669999999999998,11.19,7.79,13.44,9.6,5.9799999999999995,3.3000000000000003,1.97,1.8900000000000001,2.04,0.8500000000000001,0.43,0.9199999999999999,1.38,0.9400000000000001,1.05,0.9299999999999999,Polymer
3.88,3.2399999999999998,6.88,8.98,12.67,15.15,21.34,26.13,28.32,27.18,36.449999999999996,39.34,38.43,46.77,53.64,48.230000000000004,48.35,58.620000000000005,75.79,69.97,69.17999999999999,86.33,91.07,93.46,78.84,85.85000000000001,92.61,70.8,57.79,52.15,45.050000000000004,31.290000000000003,14.48,10.459999999999999,18.2,15.190000000000001,10.17,14.38,19.86,20.39,27.779999999999998,28.79,13.309999999999999,11.4,13.100000000000001,14.330000000000002,6.239999999999999,1.0,0.98,1.31,1.52,2.55,0.7100000000000001,2.63,0.79,1.11,1.0699999999999998,0.6799999999999999,0.97,0.67,Polymer
2.2800000000000002,8.53,10.0,4.279999999999999,11.17,16.509999999999998,15.97,21.16,32.95,35.17,33.300000000000004,36.43,40.2,47.31,51.959999999999994,65.73,84.26,84.76,83.44,84.53,79.99000000000001,85.37,96.41999999999999,100.0,93.57,94.08999999999999,90.7,71.04,63.2,56.67,35.010000000000005,24.47,16.98,32.9,36.74,23.31,24.13,25.56,18.92,19.400000000000002,30.740000000000002,27.85,3.08,12.379999999999999,18.54,17.53,10.79,7.28,2.42,1.91,1.59,1.72,1.91,2.6,1.4000000000000001,1.25,1.16,0.9299999999999999,0.12,0.36,Biochemical
7.1499999999999995,8.49,5.87,2.18,8.62,18.01,19.16,18.96,29.599999999999998,41.86,48.67,52.49,59.589999999999996,68.55,85.72999999999999,97.18,86.92999999999999,87.11,89.53999999999999,99.22,89.8,81.58,83.73,75.41,58.93000000000001,54.879999999999995,56.43,54.059999999999995,47.83,44.39,36.980000000000004,25.740000000000002,14.78,17.43,12.29,15.879999999999999,18.029999999999998,14.360000000000001,16.669999999999998,26.3,22.34,12.389999999999999,8.690000000000001,20.919999999999998,14.99,6.76,8.99,9.27,6.58,0.86,2.16,1.53,1.21,0.96,1.96,0.42,0.66,0.9900000000000001,0.83,1.24,Polymer
